Origin,Dest,Cancelled,Diverted,ArrDelay_YN,DepDelay_YN,Flights_Count,Origin_airport,Origin_city,Origin_state,Origin_lat,Origin_long,Dest_airport,Dest_city,Dest_state,Dest_lat,Dest_long
LNK,CRW,0.0,0.0,1.0,1.0,1,Lincoln Municipal,Lincoln,NE,40.85097222,-96.75925,Yeager,Charleston,WV,38.37315083,-81.59318972
ORD,CRW,0.038135593220338986,0.0014124293785310734,0.4661016949152542,0.4279661016949153,708,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Yeager,Charleston,WV,38.37315083,-81.59318972
ATL,CSG,0.019581363943281565,0.0,0.5091154625253207,0.39027683997299123,1481,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Columbus Metropolitan,Columbus,GA,32.51633333,-84.93886111
ATL,DAB,0.014919187733112309,0.0,0.48777455449647744,0.41856610029009533,2413,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
BWI,DAB,0.0625,0.03125,0.53125,0.3125,32,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
CLE,DAB,0.08333333333333333,0.0,0.25,0.16666666666666666,12,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
CLT,DAB,0.043478260869565216,0.0,0.30434782608695654,0.5217391304347826,23,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
CVG,DAB,0.0,0.0,0.3333333333333333,0.0,6,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
EWR,DAB,0.01929260450160772,0.0,0.3665594855305466,0.2958199356913183,311,Newark Intl,Newark,NJ,40.69249722,-74.16866056,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
LGA,DAB,0.03773584905660377,0.006289308176100629,0.6289308176100629,0.46540880503144655,159,LaGuardia,New York,NY,40.77724306,-73.87260917,Daytona Beach International,Daytona Beach,FL,29.17991667,-81.05805556
ATL,DAY,0.012808783165599268,0.0011436413540713633,0.47438243366880145,0.3986733760292772,4372,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
BWI,DAY,0.0050916496945010185,0.0,0.40122199592668023,0.3340122199592668,982,Baltimore-Washington International,Baltimore,MD,39.17540167,-76.66819833,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
CLE,DAY,0.01611047180667434,0.0011507479861910242,0.3716915995397008,0.3187571921749137,869,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
CVG,DAY,0.010723860589812333,0.0,0.4061662198391421,0.27479892761394104,746,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DEN,DAY,0.0035294117647058825,0.001176470588235294,0.48,0.4611764705882353,850,Denver Intl,Denver,CO,39.85840806,-104.6670019,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DFW,DAY,0.022157996146435453,0.0019267822736030828,0.45857418111753373,0.4595375722543353,1038,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
DTW,DAY,0.012859304084720122,0.0015128593040847202,0.29652042360060515,0.2859304084720121,1322,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
EWR,DAY,0.05496828752642706,0.0021141649048625794,0.5221987315010571,0.4725158562367865,946,Newark Intl,Newark,NJ,40.69249722,-74.16866056,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
IAD,DAY,0.0,0.0,0.09615384615384616,0.21153846153846154,52,Washington Dulles International,Chantilly,VA,38.94453194,-77.45580972,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
IAH,DAY,0.020954598370197905,0.0034924330616996507,0.42491268917345754,0.42374854481955765,859,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
LAS,DAY,0.0,0.023809523809523808,0.3333333333333333,0.11904761904761904,42,McCarran International,Las Vegas,NV,36.08036111,-115.15233329999998,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
LEX,DAY,0.0,1.0,0.0,1.0,1,Blue Grass ,Lexington,KY,38.03697222,-84.60538889,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
MCO,DAY,0.002403846153846154,0.002403846153846154,0.6394230769230769,0.47115384615384615,416,Orlando International,Orlando,FL,28.42888889,-81.31602778,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
MKE,DAY,0.024671052631578948,0.0,0.3667763157894737,0.29605263157894735,608,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
MSP,DAY,0.024566473988439308,0.001445086705202312,0.2875722543352601,0.24566473988439305,692,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
ORD,DAY,0.06438969764837627,0.002799552071668533,0.4148936170212766,0.40201567749160133,1786,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
TPA,DAY,0.004901960784313725,0.004901960784313725,0.5098039215686274,0.44607843137254904,204,Tampa International ,Tampa,FL,27.97547222,-82.53325,James M Cox Dayton Intl,Dayton,OH,39.90237583,-84.219375
ATL,DHN,0.01145311381531854,0.0035790980672870437,0.5082319255547602,0.37365783822476734,1397,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Dothan ,Dothan,AL,31.32133917,-85.44962889
ATL,DSM,0.00807899461400359,0.0062836624775583485,0.4362657091561939,0.4120287253141831,1114,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
ATW,DSM,0.0,0.0,1.0,1.0,1,Outagamie County Regional,Appleton,WI,44.25740806,-88.51947556,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
AUS,DSM,0.0,0.0,1.0,1.0,1,Austin-Bergstrom International,Austin,TX,30.19453278,-97.66987194,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
CID,DSM,1.0,0.0,0.0,0.0,1,Eastern Iowa ,Cedar Rapids,IA,41.88458833,-91.71087222,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
CLE,DSM,0.0,0.007194244604316547,0.2949640287769784,0.3669064748201439,139,Cleveland-Hopkins Intl,Cleveland,OH,41.41089417,-81.84939667,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
CVG,DSM,0.012207527975584944,0.002034587995930824,0.4211597151576806,0.23499491353001017,983,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DCA,DSM,0.029411764705882353,0.022058823529411766,0.27941176470588236,0.2867647058823529,272,Ronald Reagan Washington National,Arlington,VA,38.85208333,-77.03772222,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DEN,DSM,0.013532763532763533,0.002136752136752137,0.4707977207977208,0.3952991452991453,1404,Denver Intl,Denver,CO,39.85840806,-104.6670019,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DFW,DSM,0.02577319587628866,0.0023430178069353325,0.4597000937207123,0.4592314901593252,2134,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
DTW,DSM,0.030706243602865915,0.0020470829068577278,0.33572159672466734,0.28147389969293757,977,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
GRB,DSM,0.0,0.0,1.0,1.0,1,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
IAH,DSM,0.01744186046511628,0.00436046511627907,0.498546511627907,0.45203488372093026,688,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
LAX,DSM,0.005649717514124294,0.005649717514124294,0.3672316384180791,0.288135593220339,177,Los Angeles International,Los Angeles,CA,33.94253611,-118.40807439999999,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
LGA,DSM,0.05106382978723404,0.00425531914893617,0.4014184397163121,0.28794326241134754,705,LaGuardia,New York,NY,40.77724306,-73.87260917,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
MEM,DSM,0.015990159901599015,0.0012300123001230013,0.3419434194341943,0.2779827798277983,813,Memphis International,Memphis,TN,35.04241667,-89.97666667,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
MKE,DSM,0.015214384508990318,0.0013831258644536654,0.47164591977869985,0.40802213001383125,723,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
MSN,DSM,0.0,1.0,0.0,0.0,1,Dane County Regional,Madison,WI,43.13985778,-89.33751361,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
MSP,DSM,0.011840688912809472,0.004305705059203444,0.36598493003229277,0.31216361679224974,929,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
OMA,DSM,0.0,0.0,1.0,0.0,1,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
ORD,DSM,0.0547377151150736,0.0018660584698320546,0.4719054530375285,0.42877876840140994,4823,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
PHX,DSM,0.009345794392523364,0.0053404539385847796,0.3925233644859813,0.2389853137516689,749,Phoenix Sky Harbor International,Phoenix,AZ,33.43416667,-112.00805559999999,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
SLC,DSM,0.0,0.0,0.6666666666666666,0.3333333333333333,3,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,Des Moines International,Des Moines,IA,41.53493306,-93.66068222
ATL,EGE,0.0,0.06363636363636363,0.3181818181818182,0.33636363636363636,110,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
CLT,EGE,0.0,0.07692307692307693,0.38461538461538464,0.46153846153846156,13,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
CVG,EGE,0.0,0.06666666666666667,0.5333333333333333,0.36666666666666664,30,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
DEN,EGE,0.0502092050209205,0.001195457262402869,0.3598326359832636,0.30723251643753735,1673,Denver Intl,Denver,CO,39.85840806,-104.6670019,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
DFW,EGE,0.0262582056892779,0.015317286652078774,0.6148796498905909,0.5886214442013129,457,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
EWR,EGE,0.014492753623188406,0.033816425120772944,0.5458937198067633,0.6038647342995169,207,Newark Intl,Newark,NJ,40.69249722,-74.16866056,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
IAH,EGE,0.0,0.04838709677419355,0.6612903225806451,0.5483870967741935,124,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
JFK,EGE,0.0,0.07142857142857142,0.8571428571428571,0.9285714285714286,14,John F Kennedy Intl,New York,NY,40.63975111,-73.77892556,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
LAX,EGE,0.0,0.009345794392523364,0.7102803738317757,0.7570093457943925,107,Los Angeles International,Los Angeles,CA,33.94253611,-118.40807439999999,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
LGA,EGE,0.0,0.0,0.5,0.375,16,LaGuardia,New York,NY,40.77724306,-73.87260917,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
MIA,EGE,0.023255813953488372,0.0,0.5116279069767442,0.4418604651162791,43,Miami International,Miami,FL,25.79325,-80.29055556,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
MSP,EGE,0.0,0.026785714285714284,0.6875,0.4642857142857143,112,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
ORD,EGE,0.015228426395939087,0.02030456852791878,0.6446700507614214,0.5989847715736041,197,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Eagle County Regional,Eagle,CO,39.64256778,-106.91769529999999
ATL,EVV,0.021739130434782608,0.0017391304347826088,0.4469565217391304,0.3773913043478261,1150,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
CVG,EVV,0.007407407407407408,0.0,0.17037037037037037,0.14814814814814814,135,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
DFW,EVV,0.021917808219178082,0.0027397260273972603,0.4876712328767123,0.4602739726027397,365,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
DTW,EVV,0.029061102831594635,0.0029806259314456036,0.29210134128166915,0.21087928464977646,1342,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
MEM,EVV,0.032079646017699116,0.0011061946902654867,0.28650442477876104,0.1902654867256637,904,Memphis International,Memphis,TN,35.04241667,-89.97666667,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
ORD,EVV,0.061213991769547324,0.00102880658436214,0.4130658436213992,0.38786008230452673,1944,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Evansville Regional,Evansville,IN,38.03799139,-87.53062667
ATL,EWN,0.012642225031605562,0.0037926675094816687,0.37926675094816686,0.3615676359039191,791,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Craven County Regional,New Bern,NC,35.07297222,-77.04294444
ATL,EYW,0.013347022587268994,0.002053388090349076,0.5646817248459959,0.5092402464065708,974,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Key West International,Key West,FL,24.55611111,-81.75955556
MCO,EYW,0.0,0.0,0.08571428571428572,0.08571428571428572,35,Orlando International,Orlando,FL,28.42888889,-81.31602778,Key West International,Key West,FL,24.55611111,-81.75955556
ATL,FAY,0.012425218591808559,0.0018407731247123793,0.5011504832029452,0.3976069949378739,2173,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Fayetteville Municipal,Fayetteville,NC,34.99147222,-78.88
CLT,FAY,0.010526315789473684,0.0,0.6,0.3157894736842105,95,Charlotte/Douglas International,Charlotte,NC,35.21401111,-80.94312583,Fayetteville Municipal,Fayetteville,NC,34.99147222,-78.88
ATL,FCA,0.0,0.0,0.72,0.4,25,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Glacier Park Intl,Kalispell,MT,48.31140472,-114.25506940000001
DEN,FCA,0.0074850299401197605,0.0014970059880239522,0.3473053892215569,0.24251497005988024,668,Denver Intl,Denver,CO,39.85840806,-104.6670019,Glacier Park Intl,Kalispell,MT,48.31140472,-114.25506940000001
MSP,FCA,0.0,0.004784688995215311,0.6220095693779905,0.49282296650717705,209,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Glacier Park Intl,Kalispell,MT,48.31140472,-114.25506940000001
ORD,FCA,0.0,0.0,0.6153846153846154,0.375,104,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Glacier Park Intl,Kalispell,MT,48.31140472,-114.25506940000001
SFO,FCA,0.0,0.0,0.4166666666666667,0.6666666666666666,12,San Francisco International,San Francisco,CA,37.61900194,-122.3748433,Glacier Park Intl,Kalispell,MT,48.31140472,-114.25506940000001
SLC,FCA,0.003444316877152698,0.000574052812858783,0.32261768082663606,0.24052812858783007,1742,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,Glacier Park Intl,Kalispell,MT,48.31140472,-114.25506940000001
ATL,FLO,0.014657980456026058,0.003257328990228013,0.46742671009771986,0.3534201954397394,614,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Florence Regional,Florence,SC,34.18536111,-79.72388889
ATL,FNT,0.011494252873563218,0.002554278416347382,0.45242656449553004,0.41315453384418904,3132,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Bishop,Flint,MI,42.96550333,-83.74345639
DFW,FNT,0.012244897959183673,0.004081632653061225,0.37142857142857144,0.4448979591836735,245,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Bishop,Flint,MI,42.96550333,-83.74345639
DTW,FNT,0.013166556945358789,0.0,0.47860434496379195,0.3094140882159315,1519,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,Bishop,Flint,MI,42.96550333,-83.74345639
LAS,FNT,0.0,0.0,0.3516483516483517,0.26373626373626374,91,McCarran International,Las Vegas,NV,36.08036111,-115.15233329999998,Bishop,Flint,MI,42.96550333,-83.74345639
LGA,FNT,0.11479591836734694,0.002551020408163265,0.4107142857142857,0.36989795918367346,392,LaGuardia,New York,NY,40.77724306,-73.87260917,Bishop,Flint,MI,42.96550333,-83.74345639
MCO,FNT,0.0,0.002197802197802198,0.5824175824175825,0.4043956043956044,455,Orlando International,Orlando,FL,28.42888889,-81.31602778,Bishop,Flint,MI,42.96550333,-83.74345639
MKE,FNT,0.013110846245530394,0.0,0.3575685339690107,0.33849821215733017,839,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333,Bishop,Flint,MI,42.96550333,-83.74345639
MKG,FNT,0.009174311926605505,0.0,0.5412844036697247,0.46788990825688076,109,Muskegon County,Muskegon,MI,43.16948806,-86.23822306,Bishop,Flint,MI,42.96550333,-83.74345639
MSP,FNT,0.022535211267605635,0.005633802816901409,0.24788732394366197,0.23943661971830985,355,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Bishop,Flint,MI,42.96550333,-83.74345639
ORD,FNT,0.0466403162055336,0.0,0.4442687747035573,0.4268774703557312,1265,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Bishop,Flint,MI,42.96550333,-83.74345639
RSW,FNT,0.0,0.0,0.40939597315436244,0.2751677852348993,149,Southwest Florida International,Ft. Myers,FL,26.53616667,-81.75516667,Bishop,Flint,MI,42.96550333,-83.74345639
TPA,FNT,0.005,0.0,0.49,0.245,200,Tampa International ,Tampa,FL,27.97547222,-82.53325,Bishop,Flint,MI,42.96550333,-83.74345639
ATL,FSD,0.007407407407407408,0.0,0.5851851851851851,0.3851851851851852,135,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
BNA,FSD,0.0,0.5,0.5,0.5,2,Nashville International,Nashville,TN,36.12447667,-86.67818222,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
CVG,FSD,0.0036036036036036037,0.0018018018018018018,0.527927927927928,0.34234234234234234,555,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
DEN,FSD,0.010854816824966078,0.0027137042062415195,0.3880597014925373,0.34599728629579374,1474,Denver Intl,Denver,CO,39.85840806,-104.6670019,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
MSP,FSD,0.008311688311688312,0.001038961038961039,0.4218181818181818,0.32155844155844154,1925,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
ORD,FSD,0.03306264501160093,0.002900232018561485,0.45533642691415316,0.40893271461716935,1724,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
SGF,FSD,0.0,0.0,1.0,1.0,1,Springfield-Branson Regional,Springfield,MO,37.24432611,-93.38685806,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
SLC,FSD,0.0,0.0,0.5714285714285714,0.7142857142857143,7,Salt Lake City Intl,Salt Lake City,UT,40.78838778,-111.9777731,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028
ATL,FSM,0.00949367088607595,0.0015822784810126582,0.40664556962025317,0.31645569620253167,632,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Fort Smith Regional,Fort Smith,AR,35.33659028,-94.36744111
DFW,FSM,0.0263013698630137,0.0016438356164383563,0.4093150684931507,0.39835616438356164,1825,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Fort Smith Regional,Fort Smith,AR,35.33659028,-94.36744111
MEM,FSM,0.05845511482254697,0.0,0.20041753653444677,0.12317327766179541,479,Memphis International,Memphis,TN,35.04241667,-89.97666667,Fort Smith Regional,Fort Smith,AR,35.33659028,-94.36744111
ATL,FWA,0.013618677042801557,0.0019455252918287938,0.4571984435797665,0.38813229571984437,1028,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
DFW,FWA,0.015427769985974754,0.004207573632538569,0.3744740532959327,0.37166900420757365,713,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
DTW,FWA,0.022462562396006656,0.0,0.3069883527454243,0.2670549084858569,1202,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
MSP,FWA,0.012396694214876033,0.004132231404958678,0.256198347107438,0.24380165289256198,242,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
ORD,FWA,0.07036535859269283,0.00033829499323410016,0.4242219215155616,0.38633288227334234,2956,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Fort Wayne International,Fort Wayne,IN,40.97846583,-85.19514639
ATL,GNV,0.016472868217054265,0.0009689922480620155,0.3871124031007752,0.3439922480620155,2064,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Gainesville Regional,Gainesville,FL,29.69005556,-82.27177778
ATL,GPT,0.015983725661145014,0.0026155187445510027,0.42603894216797444,0.3958151700087184,3441,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
DFW,GPT,0.025108225108225107,0.003463203463203463,0.4484848484848485,0.42857142857142855,1155,Dallas-Fort Worth International,Dallas-Fort Worth,TX,32.89595056,-97.0372,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
FLL,GPT,0.00546448087431694,0.00273224043715847,0.4562841530054645,0.39617486338797814,366,Fort Lauderdale-Hollywood Int'l,Ft. Lauderdale,FL,26.07258333,-80.15275,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
IAH,GPT,0.025157232704402517,0.0015723270440251573,0.36844863731656186,0.38259958071278827,1908,George Bush Intercontinental,Houston,TX,29.98047222,-95.33972222,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
MEM,GPT,0.009191176470588236,0.0,0.3805147058823529,0.2536764705882353,1088,Memphis International,Memphis,TN,35.04241667,-89.97666667,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
ORD,GPT,0.02336448598130841,0.004672897196261682,0.45794392523364486,0.37383177570093457,214,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
TPA,GPT,0.00819672131147541,0.00273224043715847,0.33060109289617484,0.21584699453551912,366,Tampa International ,Tampa,FL,27.97547222,-82.53325,Gulfport-Biloxi Regional,Gulfport-Biloxi,MS,30.40728028,-89.07009278
ATL,GRB,0.021505376344086023,0.0,0.5591397849462365,0.6236559139784946,93,William B Hartsfield-Atlanta Intl,Atlanta,GA,33.64044444,-84.42694444,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
BDL,GRB,0.0,1.0,0.0,1.0,1,Bradley International,Windsor Locks,CT,41.93887417,-72.68322833,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
CMH,GRB,0.0,1.0,0.0,1.0,1,Port Columbus Intl,Columbus,OH,39.99798528,-82.89188278,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
CVG,GRB,0.017897091722595078,0.0,0.46308724832214765,0.27293064876957496,447,Cincinnati Northern Kentucky Intl,Covington,KY,39.04614278,-84.6621725,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
DEN,GRB,0.0,1.0,0.0,0.5,2,Denver Intl,Denver,CO,39.85840806,-104.6670019,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
DTW,GRB,0.00963855421686747,0.0008032128514056225,0.5421686746987951,0.3710843373493976,1245,Detroit Metropolitan-Wayne County,Detroit,MI,42.21205889,-83.34883583,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
EWR,GRB,0.0,1.0,0.0,0.0,1,Newark Intl,Newark,NJ,40.69249722,-74.16866056,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
FSD,GRB,0.0,0.0,1.0,0.0,1,Joe Foss ,Sioux Falls,SD,43.58135111,-96.74170028,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
MKE,GRB,0.025839793281653745,0.0,0.5310077519379846,0.4470284237726098,774,General Mitchell International,Milwaukee,WI,42.94722222,-87.89658333,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
MQT,GRB,0.052795031055900624,0.012422360248447204,0.2111801242236025,0.18322981366459629,322,Marquette County Airport,,,46.353639,-87.395361,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
MSP,GRB,0.014204545454545454,0.0014204545454545455,0.3899147727272727,0.2713068181818182,1408,Minneapolis-St Paul Intl,Minneapolis,MN,44.88054694,-93.2169225,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
OMA,GRB,0.0,1.0,0.0,1.0,1,Eppley Airfield,Omaha,NE,41.30251861,-95.89417306,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
ORD,GRB,0.06912696226934728,0.0013770311209033324,0.4271550537042137,0.4015422748554117,3631,Chicago O'Hare International,Chicago,IL,41.979595,-87.90446417,Austin Straubel International,Green Bay,WI,44.48507333,-88.12959000000001
